Date,Room,Device,Power_Consumption,Temperature,Humidity,Status,Year,Month,Week
2017-11-28,Living Room,Heater,51,24.9,77.9,ON,2017,11,48
2017-11-28,Living Room,Fan,149,27.5,76.7,ON,2017,11,48
2017-11-28,Store Room,AC,208,30.4,46.1,ON,2017,11,48
2017-11-28,Store Room,Lamp,337,33.0,64.4,OFF,2017,11,48
2017-11-28,Store Room,TV,292,34.3,40.7,OFF,2017,11,48
2017-11-28,Store Room,Heater,122,33.4,41.5,OFF,2017,11,48
2017-11-28,Store Room,Fan,147,33.9,67.6,OFF,2017,11,48
2017-11-29,Bedroom1,AC,211,29.9,52.7,ON,2017,11,48
2017-11-29,Bedroom1,Lamp,108,25.4,57.2,ON,2017,11,48
2017-11-29,Bedroom1,TV,477,30.5,78.5,OFF,2017,11,48
2017-11-29,Bedroom1,Heater,302,33.6,56.6,ON,2017,11,48
2017-11-29,Bedroom1,Fan,297,22.9,61.8,OFF,2017,11,48
2017-11-29,Bedroom2,AC,147,21.0,68.6,ON,2017,11,48
2017-11-29,Bedroom2,Lamp,442,32.8,73.8,OFF,2017,11,48
2017-11-29,Bedroom2,TV,202,31.0,63.3,OFF,2017,11,48
2017-11-29,Bedroom2,Heater,144,26.0,42.1,OFF,2017,11,48
2017-11-29,Bedroom2,Fan,345,23.3,44.0,ON,2017,11,48
2017-11-29,Kitchen,AC,220,24.9,66.9,OFF,2017,11,48
2017-11-29,Kitchen,Lamp,219,23.0,67.8,ON,2017,11,48
2017-11-29,Kitchen,TV,446,25.3,77.3,ON,2017,11,48
2017-11-29,Kitchen,Heater,418,24.3,64.4,ON,2017,11,48
2017-11-29,Kitchen,Fan,314,22.9,67.5,ON,2017,11,48
2017-11-29,Living Room,AC,434,22.5,74.0,ON,2017,11,48
2017-11-29,Living Room,Lamp,466,24.5,56.2,ON,2017,11,48
2017-11-29,Living Room,TV,459,31.6,75.5,OFF,2017,11,48
2017-11-29,Living Room,Heater,265,24.8,69.1,ON,2017,11,48
2017-11-29,Living Room,Fan,106,21.7,71.9,ON,2017,11,48
2017-11-29,Store Room,AC,93,33.0,60.6,ON,2017,11,48
2017-11-29,Store Room,Lamp,131,28.3,45.8,ON,2017,11,48
2017-11-29,Store Room,TV,361,29.3,63.7,ON,2017,11,48
2017-11-29,Store Room,Heater,190,32.8,74.7,ON,2017,11,48
2017-11-29,Store Room,Fan,393,27.7,69.7,OFF,2017,11,48
2017-11-30,Bedroom1,AC,460,24.3,62.4,ON,2017,11,48
2017-11-30,Bedroom1,Lamp,237,25.3,66.8,OFF,2017,11,48
2017-11-30,Bedroom1,TV,495,25.5,40.6,OFF,2017,11,48
2017-11-30,Bedroom1,Heater,407,21.8,46.2,ON,2017,11,48
2017-11-30,Bedroom1,Fan,276,23.1,77.4,ON,2017,11,48
2017-11-30,Bedroom2,AC,295,27.8,40.4,ON,2017,11,48
2017-11-30,Bedroom2,Lamp,478,31.8,55.6,OFF,2017,11,48
2017-11-30,Bedroom2,TV,238,32.4,52.1,OFF,2017,11,48
2017-11-30,Bedroom2,Heater,370,34.6,40.6,ON,2017,11,48
2017-11-30,Bedroom2,Fan,481,34.2,42.6,OFF,2017,11,48
2017-11-30,Kitchen,AC,147,26.2,75.1,OFF,2017,11,48
2017-11-30,Kitchen,Lamp,232,31.0,66.8,ON,2017,11,48
2017-11-30,Kitchen,TV,363,20.6,53.8,OFF,2017,11,48
2017-11-30,Kitchen,Heater,224,21.3,52.2,ON,2017,11,48
2017-11-30,Kitchen,Fan,447,32.3,72.1,ON,2017,11,48
2017-11-30,Living Room,AC,278,33.0,53.0,ON,2017,11,48
2017-11-30,Living Room,Lamp,309,25.0,72.7,OFF,2017,11,48
2017-11-30,Living Room,TV,385,20.3,78.0,OFF,2017,11,48
2017-11-30,Living Room,Heater,54,29.4,65.6,OFF,2017,11,48
2017-11-30,Living Room,Fan,253,30.4,61.3,OFF,2017,11,48
2017-11-30,Store Room,AC,495,26.7,72.2,OFF,2017,11,48
2017-11-30,Store Room,Lamp,385,23.3,62.5,ON,2017,11,48
2017-11-30,Store Room,TV,50,25.8,56.8,OFF,2017,11,48
2017-11-30,Store Room,Heater,390,31.4,40.7,ON,2017,11,48
2017-11-30,Store Room,Fan,247,20.2,52.8,OFF,2017,11,48
2017-12-01,Bedroom1,AC,470,21.2,59.4,OFF,2017,12,48
2017-12-01,Bedroom1,Lamp,169,30.3,71.3,ON,2017,12,48
2017-12-01,Bedroom1,TV,276,33.4,45.9,OFF,2017,12,48
2017-12-01,Bedroom1,Heater,59,29.0,74.9,ON,2017,12,48
2017-12-01,Bedroom1,Fan,186,20.0,79.0,ON,2017,12,48
2017-12-01,Bedroom2,AC,55,22.3,56.9,ON,2017,12,48
2017-12-01,Bedroom2,Lamp,374,32.5,57.9,OFF,2017,12,48
2017-12-01,Bedroom2,TV,155,23.0,62.8,OFF,2017,12,48
2017-12-01,Bedroom2,Heater,317,21.5,77.9,OFF,2017,12,48
2017-12-01,Bedroom2,Fan,398,30.2,76.3,ON,2017,12,48
2017-12-01,Kitchen,AC,433,23.6,57.1,ON,2017,12,48
2017-12-01,Kitchen,Lamp,303,27.4,71.0,OFF,2017,12,48
2017-12-01,Kitchen,TV,293,22.7,56.6,OFF,2017,12,48
2017-12-01,Kitchen,Heater,316,32.8,70.9,OFF,2017,12,48
2017-12-01,Kitchen,Fan,467,28.7,54.4,ON,2017,12,48
2017-12-01,Living Room,AC,75,26.5,70.6,OFF,2017,12,48
2017-12-01,Living Room,Lamp,433,25.1,75.1,ON,2017,12,48
2017-12-01,Living Room,TV,458,25.9,71.6,OFF,2017,12,48
2017-12-01,Living Room,Heater,226,24.7,71.0,OFF,2017,12,48
2017-12-01,Living Room,Fan,71,31.7,46.9,OFF,2017,12,48
2017-12-01,Store Room,AC,186,27.1,71.3,OFF,2017,12,48
2017-12-01,Store Room,Lamp,261,25.1,76.1,ON,2017,12,48
2017-12-01,Store Room,TV,281,24.3,43.3,OFF,2017,12,48
2017-12-01,Store Room,Heater,483,24.5,44.8,OFF,2017,12,48
2017-12-01,Store Room,Fan,249,24.2,43.2,ON,2017,12,48
2017-12-02,Bedroom1,AC,481,33.6,67.3,OFF,2017,12,48
2017-12-02,Bedroom1,Lamp,240,26.5,76.3,ON,2017,12,48
2017-12-02,Bedroom1,TV,489,34.1,66.6,OFF,2017,12,48
2017-12-02,Bedroom1,Heater,144,24.9,42.1,OFF,2017,12,48
2017-12-02,Bedroom1,Fan,121,25.1,62.1,ON,2017,12,48
2017-12-02,Bedroom2,AC,232,28.3,42.9,OFF,2017,12,48
2017-12-02,Bedroom2,Lamp,394,33.0,50.5,ON,2017,12,48
2017-12-02,Bedroom2,TV,232,23.3,68.0,OFF,2017,12,48
2017-12-02,Bedroom2,Heater,73,26.8,67.0,ON,2017,12,48
2017-12-02,Bedroom2,Fan,293,31.6,70.0,ON,2017,12,48
2017-12-02,Kitchen,AC,356,22.9,48.9,ON,2017,12,48
2017-12-02,Kitchen,Lamp,294,23.9,57.6,OFF,2017,12,48
2017-12-02,Kitchen,TV,474,21.8,50.0,ON,2017,12,48
2017-12-02,Kitchen,Heater,132,24.1,62.7,OFF,2017,12,48
2017-12-02,Kitchen,Fan,381,20.5,64.0,ON,2017,12,48
2017-12-02,Living Room,AC,349,23.4,41.3,OFF,2017,12,48
2017-12-02,Living Room,Lamp,320,31.8,61.2,ON,2017,12,48
2017-12-02,Living Room,TV,256,26.2,73.7,OFF,2017,12,48
2017-12-02,Living Room,Heater,132,32.3,59.0,ON,2017,12,48
2017-12-02,Living Room,Fan,402,23.6,59.4,OFF,2017,12,48
2017-12-02,Store Room,AC,361,27.3,58.3,ON,2017,12,48
2017-12-02,Store Room,Lamp,304,22.4,59.0,OFF,2017,12,48
2017-12-02,Store Room,TV,136,32.7,44.7,OFF,2017,12,48
2017-12-02,Store Room,Heater,53,20.2,74.2,OFF,2017,12,48
2017-12-02,Store Room,Fan,207,28.7,40.4,OFF,2017,12,48
2017-12-03,Bedroom1,AC,208,26.5,73.8,OFF,2017,12,48
2017-12-03,Bedroom1,Lamp,118,32.5,64.5,ON,2017,12,48
2017-12-03,Bedroom1,TV,57,31.2,49.9,ON,2017,12,48
2017-12-03,Bedroom1,Heater,118,33.1,75.2,OFF,2017,12,48
2017-12-03,Bedroom1,Fan,432,24.9,66.2,ON,2017,12,48
2017-12-03,Bedroom2,AC,195,20.5,43.7,OFF,2017,12,48
2017-12-03,Bedroom2,Lamp,427,24.4,53.1,OFF,2017,12,48
2017-12-03,Bedroom2,TV,169,31.1,60.4,ON,2017,12,48
2017-12-03,Bedroom2,Heater,405,27.1,78.5,ON,2017,12,48
2017-12-03,Bedroom2,Fan,499,26.3,70.6,OFF,2017,12,48
2017-12-03,Kitchen,AC,262,31.4,51.0,OFF,2017,12,48
2017-12-03,Kitchen,Lamp,182,28.7,50.2,ON,2017,12,48
2017-12-03,Kitchen,TV,58,33.6,56.2,ON,2017,12,48
2017-12-03,Kitchen,Heater,259,34.1,48.3,OFF,2017,12,48
2017-12-03,Kitchen,Fan,471,34.9,45.1,OFF,2017,12,48
2017-12-03,Living Room,AC,284,26.5,72.4,OFF,2017,12,48
2017-12-03,Living Room,Lamp,122,22.8,45.6,OFF,2017,12,48
2017-12-03,Living Room,TV,150,32.9,41.5,ON,2017,12,48
2017-12-03,Living Room,Heater,161,29.3,41.6,ON,2017,12,48
2017-12-03,Living Room,Fan,459,26.4,73.6,OFF,2017,12,48
2017-12-03,Store Room,AC,474,24.3,71.4,OFF,2017,12,48
2017-12-03,Store Room,Lamp,158,24.4,47.7,ON,2017,12,48
2017-12-03,Store Room,TV,429,23.9,58.6,OFF,2017,12,48
2017-12-03,Store Room,Heater,450,31.9,74.2,OFF,2017,12,48
2017-12-03,Store Room,Fan,107,28.8,76.6,OFF,2017,12,48
2017-12-04,Bedroom1,AC,301,31.9,49.8,ON,2017,12,49
2017-12-04,Bedroom1,Lamp,135,30.8,77.0,ON,2017,12,49
2017-12-04,Bedroom1,TV,204,32.7,41.8,OFF,2017,12,49
2017-12-04,Bedroom1,Heater,372,26.6,61.5,ON,2017,12,49
2017-12-04,Bedroom1,Fan,73,34.5,43.1,OFF,2017,12,49
2017-12-04,Bedroom2,AC,280,34.5,57.8,OFF,2017,12,49
2017-12-04,Bedroom2,Lamp,248,21.2,51.4,ON,2017,12,49
2017-12-04,Bedroom2,TV,335,22.1,65.3,OFF,2017,12,49
2017-12-04,Bedroom2,Heater,194,33.1,50.1,ON,2017,12,49
2017-12-04,Bedroom2,Fan,454,28.2,58.4,ON,2017,12,49
2017-12-04,Kitchen,AC,389,21.2,43.6,ON,2017,12,49
2017-12-04,Kitchen,Lamp,437,21.4,44.3,OFF,2017,12,49
2017-12-04,Kitchen,TV,423,21.8,58.6,OFF,2017,12,49
2017-12-04,Kitchen,Heater,388,24.0,77.0,ON,2017,12,49
2017-12-04,Kitchen,Fan,160,33.2,70.4,ON,2017,12,49
2017-12-04,Living Room,AC,385,31.8,73.0,OFF,2017,12,49
2017-12-04,Living Room,Lamp,135,32.5,59.1,OFF,2017,12,49
2017-12-04,Living Room,TV,457,25.9,54.3,ON,2017,12,49
2017-12-04,Living Room,Heater,412,25.8,46.6,ON,2017,12,49
2017-12-04,Living Room,Fan,110,22.5,42.2,ON,2017,12,49
2017-12-04,Store Room,AC,271,22.7,70.9,ON,2017,12,49
2017-12-04,Store Room,Lamp,234,30.9,66.6,OFF,2017,12,49
2017-12-04,Store Room,TV,245,24.0,51.1,OFF,2017,12,49
2017-12-04,Store Room,Heater,267,33.2,64.7,ON,2017,12,49
2017-12-04,Store Room,Fan,435,23.3,73.0,OFF,2017,12,49
2017-12-05,Bedroom1,AC,363,26.4,78.5,ON,2017,12,49
2017-12-05,Bedroom1,Lamp,475,34.3,76.1,ON,2017,12,49
2017-12-05,Bedroom1,TV,455,27.8,61.2,ON,2017,12,49
2017-12-05,Bedroom1,Heater,379,20.6,40.2,OFF,2017,12,49
2017-12-05,Bedroom1,Fan,199,27.0,77.6,ON,2017,12,49
2017-12-05,Bedroom2,AC,460,29.9,40.3,ON,2017,12,49
2017-12-05,Bedroom2,Lamp,426,33.7,54.2,ON,2017,12,49
2017-12-05,Bedroom2,TV,316,29.4,53.1,OFF,2017,12,49
2017-12-05,Bedroom2,Heater,112,24.1,53.8,ON,2017,12,49
2017-12-05,Bedroom2,Fan,438,33.8,63.3,OFF,2017,12,49
2017-12-05,Kitchen,AC,406,24.0,78.1,OFF,2017,12,49
2017-12-05,Kitchen,Lamp,218,21.7,76.3,ON,2017,12,49
2017-12-05,Kitchen,TV,330,24.9,68.0,OFF,2017,12,49
2017-12-05,Kitchen,Heater,194,25.1,46.1,OFF,2017,12,49
2017-12-05,Kitchen,Fan,255,33.9,72.4,OFF,2017,12,49
2017-12-05,Living Room,AC,364,28.2,56.2,ON,2017,12,49
2017-12-05,Living Room,Lamp,340,31.4,61.7,ON,2017,12,49
2017-12-05,Living Room,TV,69,24.0,62.7,ON,2017,12,49
2017-12-05,Living Room,Heater,327,27.6,64.8,ON,2017,12,49
2017-12-05,Living Room,Fan,195,28.2,79.1,ON,2017,12,49
2017-12-05,Store Room,AC,148,26.5,79.0,ON,2017,12,49
2017-12-05,Store Room,Lamp,134,34.4,47.6,ON,2017,12,49
2017-12-05,Store Room,TV,79,32.5,75.3,ON,2017,12,49
2017-12-05,Store Room,Heater,158,23.3,71.1,OFF,2017,12,49
2017-12-05,Store Room,Fan,391,33.2,59.6,OFF,2017,12,49
2017-12-06,Bedroom1,AC,146,30.9,50.8,OFF,2017,12,49
2017-12-06,Bedroom1,Lamp,135,24.3,41.7,OFF,2017,12,49
2017-12-06,Bedroom1,TV,335,32.5,67.6,ON,2017,12,49
2017-12-06,Bedroom1,Heater,316,22.1,53.8,ON,2017,12,49
2017-12-06,Bedroom1,Fan,59,20.9,41.7,OFF,2017,12,49
2017-12-06,Bedroom2,AC,196,26.1,73.8,ON,2017,12,49
2017-12-06,Bedroom2,Lamp,134,26.7,50.6,ON,2017,12,49
2017-12-06,Bedroom2,TV,336,22.6,55.5,OFF,2017,12,49
2017-12-06,Bedroom2,Heater,448,23.9,79.9,OFF,2017,12,49
2017-12-06,Bedroom2,Fan,320,24.0,56.3,ON,2017,12,49
2017-12-06,Kitchen,AC,197,25.3,45.0,ON,2017,12,49
2017-12-06,Kitchen,Lamp,423,27.4,59.6,OFF,2017,12,49
2017-12-06,Kitchen,TV,197,32.5,47.7,OFF,2017,12,49
2017-12-06,Kitchen,Heater,306,22.9,51.3,ON,2017,12,49
2017-12-06,Kitchen,Fan,217,23.4,78.1,ON,2017,12,49
2017-12-06,Living Room,AC,140,27.3,69.4,OFF,2017,12,49
2017-12-06,Living Room,Lamp,159,31.4,51.4,OFF,2017,12,49
2017-12-06,Living Room,TV,116,27.4,65.0,ON,2017,12,49
2017-12-06,Living Room,Heater,442,33.0,71.7,ON,2017,12,49
2017-12-06,Living Room,Fan,416,22.5,73.6,ON,2017,12,49
2017-12-06,Store Room,AC,344,33.3,70.7,OFF,2017,12,49
2017-12-06,Store Room,Lamp,97,25.7,43.4,ON,2017,12,49
2017-12-06,Store Room,TV,163,34.7,74.3,ON,2017,12,49
2017-12-06,Store Room,Heater,458,29.5,44.7,OFF,2017,12,49
2017-12-06,Store Room,Fan,65,23.3,50.6,ON,2017,12,49
2017-12-07,Bedroom1,AC,438,30.8,42.9,OFF,2017,12,49
2017-12-07,Bedroom1,Lamp,369,32.3,78.0,ON,2017,12,49
2017-12-07,Bedroom1,TV,193,31.4,60.2,OFF,2017,12,49
2017-12-07,Bedroom1,Heater,460,21.0,59.1,ON,2017,12,49
2017-12-07,Bedroom1,Fan,172,22.5,76.1,OFF,2017,12,49
2017-12-07,Bedroom2,AC,85,21.2,76.5,OFF,2017,12,49
2017-12-07,Bedroom2,Lamp,188,26.8,71.3,ON,2017,12,49
2017-12-07,Bedroom2,TV,489,26.6,50.4,OFF,2017,12,49
2017-12-07,Bedroom2,Heater,335,28.7,65.2,ON,2017,12,49
2017-12-07,Bedroom2,Fan,76,31.4,44.8,OFF,2017,12,49
2017-12-07,Kitchen,AC,349,25.5,52.1,OFF,2017,12,49
2017-12-07,Kitchen,Lamp,352,29.6,59.9,OFF,2017,12,49
2017-12-07,Kitchen,TV,143,21.7,60.7,ON,2017,12,49
2017-12-07,Kitchen,Heater,369,31.6,75.3,OFF,2017,12,49
2017-12-07,Kitchen,Fan,481,23.3,41.3,OFF,2017,12,49
2017-12-07,Living Room,AC,254,27.1,74.4,ON,2017,12,49
2017-12-07,Living Room,Lamp,66,32.5,48.4,ON,2017,12,49
2017-12-07,Living Room,TV,488,30.8,62.1,ON,2017,12,49
2017-12-07,Living Room,Heater,257,34.8,40.4,OFF,2017,12,49
2017-12-07,Living Room,Fan,379,31.3,69.0,OFF,2017,12,49
2017-12-07,Store Room,AC,143,32.6,67.0,OFF,2017,12,49
2017-12-07,Store Room,Lamp,229,24.1,54.7,OFF,2017,12,49
2017-12-07,Store Room,TV,274,33.6,67.8,OFF,2017,12,49
2017-12-07,Store Room,Heater,237,22.0,50.7,OFF,2017,12,49
2017-12-07,Store Room,Fan,103,27.1,63.6,ON,2017,12,49
2017-12-08,Bedroom1,AC,184,26.1,59.3,ON,2017,12,49
2017-12-08,Bedroom1,Lamp,337,34.9,78.9,ON,2017,12,49
2017-12-08,Bedroom1,TV,96,32.8,69.5,OFF,2017,12,49
2017-12-08,Bedroom1,Heater,188,20.4,40.6,OFF,2017,12,49
2017-12-08,Bedroom1,Fan,265,29.4,59.7,OFF,2017,12,49
2017-12-08,Bedroom2,AC,381,24.3,69.0,OFF,2017,12,49
2017-12-08,Bedroom2,Lamp,283,21.5,75.1,ON,2017,12,49
2017-12-08,Bedroom2,TV,114,33.8,77.5,ON,2017,12,49
2017-12-08,Bedroom2,Heater,336,20.4,78.6,OFF,2017,12,49
2017-12-08,Bedroom2,Fan,394,34.0,64.3,ON,2017,12,49
2017-12-08,Kitchen,AC,210,30.8,60.3,ON,2017,12,49
2017-12-08,Kitchen,Lamp,136,27.7,54.8,ON,2017,12,49
2017-12-08,Kitchen,TV,272,34.3,60.7,OFF,2017,12,49
2017-12-08,Kitchen,Heater,358,29.6,40.4,OFF,2017,12,49
2017-12-08,Kitchen,Fan,235,26.3,66.1,OFF,2017,12,49
2017-12-08,Living Room,AC,467,32.4,66.5,ON,2017,12,49
2017-12-08,Living Room,Lamp,413,31.8,52.1,OFF,2017,12,49
2017-12-08,Living Room,TV,79,30.7,68.5,ON,2017,12,49
2017-12-08,Living Room,Heater,235,28.0,62.2,OFF,2017,12,49
2017-12-08,Living Room,Fan,124,23.1,49.8,ON,2017,12,49
2017-12-08,Store Room,AC,360,32.8,58.5,ON,2017,12,49
2017-12-08,Store Room,Lamp,471,31.9,74.5,OFF,2017,12,49
2017-12-08,Store Room,TV,309,22.2,49.5,ON,2017,12,49
2017-12-08,Store Room,Heater,126,27.1,46.8,ON,2017,12,49
2017-12-08,Store Room,Fan,99,27.8,69.2,OFF,2017,12,49
2017-12-09,Bedroom1,AC,382,33.7,52.0,OFF,2017,12,49
2017-12-09,Bedroom1,Lamp,452,26.5,43.4,ON,2017,12,49
2017-12-09,Bedroom1,TV,293,34.7,78.9,OFF,2017,12,49
2017-12-09,Bedroom1,Heater,407,32.3,48.9,ON,2017,12,49
2017-12-09,Bedroom1,Fan,241,30.9,62.0,ON,2017,12,49
2017-12-09,Bedroom2,AC,427,34.7,40.4,OFF,2017,12,49
2017-12-09,Bedroom2,Lamp,103,26.2,56.3,ON,2017,12,49
2017-12-09,Bedroom2,TV,230,32.5,70.4,OFF,2017,12,49
2017-12-09,Bedroom2,Heater,327,22.5,48.6,OFF,2017,12,49
2017-12-09,Bedroom2,Fan,347,26.3,68.3,ON,2017,12,49
2017-12-09,Kitchen,AC,83,27.2,47.7,OFF,2017,12,49
2017-12-09,Kitchen,Lamp,314,25.4,57.4,ON,2017,12,49
2017-12-09,Kitchen,TV,72,21.4,43.7,ON,2017,12,49
2017-12-09,Kitchen,Heater,315,21.7,50.1,OFF,2017,12,49
2017-12-09,Kitchen,Fan,178,25.3,48.5,OFF,2017,12,49
2017-12-09,Living Room,AC,182,32.9,52.0,OFF,2017,12,49
2017-12-09,Living Room,Lamp,91,34.3,61.0,ON,2017,12,49
2017-12-09,Living Room,TV,489,32.4,77.7,ON,2017,12,49
2017-12-09,Living Room,Heater,395,20.7,44.2,OFF,2017,12,49
2017-12-09,Living Room,Fan,80,28.0,51.9,ON,2017,12,49
2017-12-09,Store Room,AC,417,30.6,53.6,ON,2017,12,49
2017-12-09,Store Room,Lamp,186,30.7,57.2,ON,2017,12,49
2017-12-09,Store Room,TV,214,27.9,60.2,OFF,2017,12,49
2017-12-09,Store Room,Heater,335,28.6,65.2,OFF,2017,12,49
2017-12-09,Store Room,Fan,266,32.6,50.5,OFF,2017,12,49
2017-12-10,Bedroom1,AC,110,20.0,77.6,ON,2017,12,49
2017-12-10,Bedroom1,Lamp,370,30.7,56.9,OFF,2017,12,49
2017-12-10,Bedroom1,TV,186,27.4,71.7,ON,2017,12,49
2017-12-10,Bedroom1,Heater,312,27.9,74.0,ON,2017,12,49
2017-12-10,Bedroom1,Fan,66,32.9,57.6,OFF,2017,12,49
2017-12-10,Bedroom2,AC,77,31.0,75.1,ON,2017,12,49
2017-12-10,Bedroom2,Lamp,349,32.2,67.8,ON,2017,12,49
2017-12-10,Bedroom2,TV,184,30.7,70.3,ON,2017,12,49
2017-12-10,Bedroom2,Heater,256,28.7,72.3,ON,2017,12,49
2017-12-10,Bedroom2,Fan,75,27.6,73.6,ON,2017,12,49
2017-12-10,Kitchen,AC,200,29.8,53.1,ON,2017,12,49
2017-12-10,Kitchen,Lamp,389,20.4,58.2,ON,2017,12,49
2017-12-10,Kitchen,TV,247,20.5,64.1,OFF,2017,12,49
2017-12-10,Kitchen,Heater,51,22.8,62.8,OFF,2017,12,49
2017-12-10,Kitchen,Fan,463,27.2,53.0,ON,2017,12,49
2017-12-10,Living Room,AC,106,25.5,71.6,OFF,2017,12,49
2017-12-10,Living Room,Lamp,294,25.0,57.0,OFF,2017,12,49
2017-12-10,Living Room,TV,85,22.9,40.4,ON,2017,12,49
2017-12-10,Living Room,Heater,307,33.5,52.0,OFF,2017,12,49
2017-12-10,Living Room,Fan,153,27.3,74.8,ON,2017,12,49
2017-12-10,Store Room,AC,340,32.4,76.5,OFF,2017,12,49
2017-12-10,Store Room,Lamp,131,24.3,59.9,ON,2017,12,49
2017-12-10,Store Room,TV,274,29.1,49.7,OFF,2017,12,49
2017-12-10,Store Room,Heater,289,33.9,78.1,OFF,2017,12,49
2017-12-10,Store Room,Fan,134,32.6,79.1,OFF,2017,12,49
2017-12-11,Bedroom1,AC,55,27.2,51.7,ON,2017,12,50
2017-12-11,Bedroom1,Lamp,354,33.8,79.3,ON,2017,12,50
2017-12-11,Bedroom1,TV,437,23.0,72.1,ON,2017,12,50
2017-12-11,Bedroom1,Heater,181,28.7,68.6,ON,2017,12,50
2017-12-11,Bedroom1,Fan,151,34.9,41.6,OFF,2017,12,50
2017-12-11,Bedroom2,AC,198,34.0,53.2,ON,2017,12,50
2017-12-11,Bedroom2,Lamp,142,21.5,72.2,ON,2017,12,50
2017-12-11,Bedroom2,TV,437,21.2,50.3,OFF,2017,12,50
2017-12-11,Bedroom2,Heater,304,28.1,60.9,ON,2017,12,50
2017-12-11,Bedroom2,Fan,191,31.5,44.5,ON,2017,12,50
2017-12-11,Kitchen,AC,397,33.4,63.9,OFF,2017,12,50
2017-12-11,Kitchen,Lamp,88,32.7,57.7,OFF,2017,12,50
2017-12-11,Kitchen,TV,177,20.4,67.2,OFF,2017,12,50
2017-12-11,Kitchen,Heater,394,24.7,45.6,ON,2017,12,50
2017-12-11,Kitchen,Fan,151,23.4,74.6,OFF,2017,12,50
2017-12-11,Living Room,AC,97,30.4,58.5,ON,2017,12,50
2017-12-11,Living Room,Lamp,465,32.3,70.8,OFF,2017,12,50
2017-12-11,Living Room,TV,248,29.4,67.2,OFF,2017,12,50
2017-12-11,Living Room,Heater,157,21.0,54.9,ON,2017,12,50
2017-12-11,Living Room,Fan,491,23.9,75.7,ON,2017,12,50
2017-12-11,Store Room,AC,328,27.0,63.3,ON,2017,12,50
2017-12-11,Store Room,Lamp,273,29.4,74.7,OFF,2017,12,50
2017-12-11,Store Room,TV,150,21.4,40.5,ON,2017,12,50
2017-12-11,Store Room,Heater,481,26.2,58.0,ON,2017,12,50
2017-12-11,Store Room,Fan,433,33.4,65.5,ON,2017,12,50
2017-12-12,Bedroom1,AC,257,26.8,73.8,OFF,2017,12,50
2017-12-12,Bedroom1,Lamp,162,20.2,59.1,ON,2017,12,50
2017-12-12,Bedroom1,TV,179,32.2,56.3,ON,2017,12,50
2017-12-12,Bedroom1,Heater,53,28.6,75.2,OFF,2017,12,50
2017-12-12,Bedroom1,Fan,487,28.1,69.4,OFF,2017,12,50
2017-12-12,Bedroom2,AC,95,28.3,62.2,OFF,2017,12,50
2017-12-12,Bedroom2,Lamp,298,28.5,65.4,OFF,2017,12,50
2017-12-12,Bedroom2,TV,156,32.2,78.8,ON,2017,12,50
2017-12-12,Bedroom2,Heater,69,24.5,73.2,OFF,2017,12,50
2017-12-12,Bedroom2,Fan,424,32.0,73.8,OFF,2017,12,50
2017-12-12,Kitchen,AC,289,23.6,59.0,OFF,2017,12,50
2017-12-12,Kitchen,Lamp,129,26.0,71.2,ON,2017,12,50
2017-12-12,Kitchen,TV,481,20.3,45.3,ON,2017,12,50
2017-12-12,Kitchen,Heater,306,22.4,64.3,ON,2017,12,50
2017-12-12,Kitchen,Fan,436,30.4,51.7,OFF,2017,12,50
2017-12-12,Living Room,AC,54,25.8,71.9,OFF,2017,12,50
2017-12-12,Living Room,Lamp,358,25.9,48.8,OFF,2017,12,50
2017-12-12,Living Room,TV,207,34.2,46.4,ON,2017,12,50
2017-12-12,Living Room,Heater,219,26.8,61.9,ON,2017,12,50
2017-12-12,Living Room,Fan,70,22.7,73.3,OFF,2017,12,50
2017-12-12,Store Room,AC,88,25.3,57.4,OFF,2017,12,50
2017-12-12,Store Room,Lamp,395,23.6,60.6,OFF,2017,12,50
2017-12-12,Store Room,TV,225,27.1,46.0,OFF,2017,12,50
2017-12-12,Store Room,Heater,228,25.8,55.2,ON,2017,12,50
2017-12-12,Store Room,Fan,230,20.5,79.7,OFF,2017,12,50
2017-12-13,Bedroom1,AC,240,28.1,68.8,OFF,2017,12,50
2017-12-13,Bedroom1,Lamp,138,23.8,52.6,OFF,2017,12,50
2017-12-13,Bedroom1,TV,151,28.5,46.4,ON,2017,12,50
2017-12-13,Bedroom1,Heater,247,26.5,76.8,ON,2017,12,50
2017-12-13,Bedroom1,Fan,203,30.4,65.9,OFF,2017,12,50
2017-12-13,Bedroom2,AC,159,33.5,57.4,ON,2017,12,50
2017-12-13,Bedroom2,Lamp,376,34.7,57.7,ON,2017,12,50
2017-12-13,Bedroom2,TV,53,25.5,64.5,ON,2017,12,50
2017-12-13,Bedroom2,Heater,391,29.5,66.5,OFF,2017,12,50
2017-12-13,Bedroom2,Fan,112,24.7,69.9,ON,2017,12,50
2017-12-13,Kitchen,AC,305,21.3,52.6,ON,2017,12,50
2017-12-13,Kitchen,Lamp,330,32.9,66.8,ON,2017,12,50
2017-12-13,Kitchen,TV,89,29.1,40.5,OFF,2017,12,50
2017-12-13,Kitchen,Heater,371,31.0,59.9,OFF,2017,12,50
2017-12-13,Kitchen,Fan,162,32.5,58.5,OFF,2017,12,50
2017-12-13,Living Room,AC,295,29.6,68.8,OFF,2017,12,50
2017-12-13,Living Room,Lamp,422,26.3,70.8,OFF,2017,12,50
